Date|Category|Item|Amount|Regular ?|Remark
10/6/2015|Transport|MTR|$26.20 |Y|來回太古
10/6/2015|Cook|Drink|$16.00 |Y|歇腳亭
10/6/2015|Domestic|雜貨|$106.80 |Y|
10/6/2015|Cook|Food|$10.90 |Y|papaya parknshop
10/7/2015|Misc|Masks|$7.00 |N|seven-eleven
10/7/2015|Misc|still water|$12.90 |Y|seven-eleven
10/7/2015|Transport|MTR|$26.20 |Y|來回太古
10/7/2015|Meal|Lunch|$58.00 |Y|燉奶佬
10/7/2015|Meal|Breakfast|$16.00 |Y|腸粉 / 牛肉
10/7/2015|Meal|Lunch|$63.00 |Y|great
10/7/2015|Meal|Tea|$26.00 |Y|大家樂
10/7/2015|Domestic|Diffuser|$620.50 |N|diffuser and oil from muji
10/8/2015|Meal|Breakfast|$16.00 |Y|腸粉 / 牛肉
10/8/2015|Meal|Lunch|$52.00 |Y|順景
10/8/2015|Transport|MTR|$26.20 |Y|來回太古
10/8/2015|Meal|Lunch|$55.00 |Y|旭川
10/9/2015|Meal|Breakfast|$16.00 |Y|腸粉 / 牛肉
10/9/2015|Meal|Lunch|$52.00 |Y|順景
10/9/2015|Meal|Lunch|$32.00 |Y|北海道(美孚)
10/9/2015|Transport|MTR|$13.80 |Y|美孚去中環
10/9/2015|Transport|Minibus|$4.20 |Y|海麗邨
10/9/2015|Jinny|陪月|$500.00 |N|玫瑰 - 收工利是
10/10/2015|Domestic|雜貨|$182.00 |Y|永安 - 隔油/ 洗衣機清潔
10/10/2015|Cook|Food|$100.50 |Y|ParkNShop
10/10/2015|Meal|Lunch|$128.00 |Y|佐敦
10/13/2015|Bill|Towngas|$41.00 |Y|
10/11/2015|Meal|Lunch|$54.00 |Y|大角咀
10/11/2015|Meal|Dinner|$491.00 |Y|mama
10/11/2015|Domestic|雜貨|$85.90 |Y|bathing soap
10/11/2015|Jinny|衫|$847.69 |Y|千色店
10/12/2015|Meal|Breakfast|$22.00 |Y|美心
10/12/2015|Meal|Lunch|$60.00 |Y|龍鳯
10/12/2015|Cook|買餸|$500.00 |Y|
10/12/2015|Cook|買餸|$79.50 |Y|蜜棗 / 椰片
10/12/2015|Transport|MTR|$26.20 |Y|來回太古
10/12/2015|Meal|Breakfast|$16.00 |Y|腸粉 / 牛肉
10/12/2015|Meal|Lunch|$47.00 |Y|新釗記
10/15/2015|Bill|Cellular|$216.00 |Y|Smartone
10/13/2015|Meal|Breakfast|$20.00 |Y|
10/13/2015|Meal|Lunch|$63.00 |Y|great
10/13/2015|Transport|MTR|$26.20 |Y|來回太古
10/13/2015|Meal|Breakfast|$32.00 |Y|
10/13/2015|Meal|Lunch|$48.00 |Y|
10/14/2015|Meal|Breakfast|$23.00 |Y|興濱
10/14/2015|Meal|Lunch|$22.00 |Y|麥記
10/14/2015|Transport|MTR|$26.20 |Y|來回太古
10/14/2015|Meal|Lunch|$58.00 |Y|
10/14/2015|Meal|Tea|$30.00 |Y|燒賣
10/15/2015|Transport|MTR|$26.20 |Y|來回太古
10/15/2015|Meal|Lunch|$46.00 |Y|
10/15/2015|Cook|買餸|$500.00 |Y|
10/15/2015|Meal|Breakfast|$23.00 |Y|興濱
10/15/2015|Meal|Lunch|$39.50 |Y|吉野家
10/15/2015|Cook|買餸|$75.00 |Y|魚
10/15/2015|Jinny|Books|$30.00 |N|運費
10/15/2015|Transport|電車|$4.60 |N|
10/16/2015|Transport|MTR|$26.20 |Y|來回太古
10/16/2015|Meal|Lunch|$52.00 |Y|
10/16/2015|Meal|Lunch|$63.00 |Y|
10/16/2015|Meal|Breakfast|$32.00 |Y|
10/17/2015|Meal|Lunch|$187.00 |Y|New order
10/17/2015|Misc|tissue|$4.00 |Y|seven-eleven
10/17/2015|Domestic|Ikea|$145.00 |Y|2 small boxes, 1 big box
10/17/2015|Domestic|Ikea|$1,190.00 |N|white shelf for Jinny books
10/17/2015|Drive|泊車|$20.00 |Y|megabox
10/17/2015|Cook|安記|$293.40 |Y|
10/18/2015|Meal|Lunch|$517.00 |Y|百樂門
10/18/2015|Meal|Dinner|$140.00 |Y|Pizza Hut
10/18/2015|Drive|Park|$38.50 |Y|小瀝源
10/18/2015|Jinny|奶粉|$159.00 |Y|
10/19/2015|Meal|Lunch|$58.00 |Y|
10/19/2015|Transport|MTR|$26.20 |Y|來回太古
10/19/2015|Transport|MTR|$26.20 |Y|來回金鐘
10/19/2015|Meal|Breakfast|$16.00 |Y|腸粉 / 牛肉
10/19/2015|Meal|Lunch|$63.00 |Y|great
10/19/2015|Cook|買餸|$100.00 |Y|
10/19/2015|Cook|Food|$12.30 |Y|麵包
10/20/2015|Transport|MTR|$26.20 |Y|來回太古
10/20/2015|Meal|Tea|$11.90 |Y|
10/20/2015|Meal|Lunch|$313.00 |Y|榮興
10/20/2015|Meal|Breakfast|$9.00 |Y|快樂餅店
10/20/2015|Transport|MTR|$26.20 |Y|來回金鐘
10/21/2015|Drive|Park|$120.00 |Y|iSquare
10/22/2015|Transport|MTR|$13.80 |Y|美孚去太古
10/22/2015|Transport|MTR|$5.80 |N|太古去 CWB
10/22/2015|Transport|MTR|$5.20 |N|CWB 去中環
10/22/2015|Misc|Haircut|$600.00 |Y|Yan
10/22/2015|Transport|MTR|$12.40 |Y|中環去美孚
10/22/2015|Meal|Lunch|$70.00 |Y|蛋包飯
10/22/2015|Meal|Dinner|$218.00 |Y|Dinner with HSBC mates
10/23/2015|Drive|Gasoline|$400.00 |Y|
10/23/2015|Drive|Park|$14.00 |Y|錶
10/23/2015|Drive|Toll|$60.00 |Y|西隧
10/23/2015|Drive|Toll|$20.00 |Y|紅隧
10/23/2015|Jinny|Studio Photo|$1,700.00 |N|
10/23/2015|Meal|Lunch|$144.00 |Y|亞坤
10/23/2015|Meal|Dinner|$1,535.60 |Y|Grand Haytt
10/23/2015|Meal|Snack|$44.00 |N|芝士撻
10/24/2015|Drive|Park|$32.00 |Y|油麻地
10/24/2015|Meal|Lunch|$127.00 |Y|japanese food in mei foo
10/24/2015|Drive|Park|$32.00 |Y|油麻地
10/24/2015|Cook|Snack|$16.00 |Y|歇腳亭
10/25/2015|Transport|Taxi|$66.00 |N|來回順寧苑
10/25/2015|Jinny|Doctor|$210.00 |Y|
10/25/2015|Meal|Lunch|$42.00 |Y|燉奶佬
10/25/2015|Meal|Dinner|$28.00 |Y|Starbucks
10/25/2015|Meal|Dinner|$91.00 |Y|牛車水
10/26/2015|Meal|Breakfast|$11.50 |Y|快樂餅店
10/26/2015|Meal|Lunch|$34.80 |Y|McDonald
10/26/2015|Transport|MTR|$26.20 |Y|來回金鐘
10/26/2015|Domestic|洗面|$195.00 |Y|SaSa
10/26/2015|Domestic|雜貨|$66.90 |Y|swipe / 牙膏
10/26/2015|Transport|MTR|$26.20 |Y|來回太古
10/26/2015|Meal|Lunch|$38.00 |Y|美心
10/26/2015|Drive|國際車牌|$160.00 |Y|
10/27/2015|Meal|Breakfast|$19.00 |Y|三文治
10/27/2015|Meal|Lunch|$337.00 |Y|Kitchen Savvy
10/27/2015|Transport|MTR|$26.20 |Y|來回金鐘
10/27/2015|DanSan|Tribunal|$2.00 |N|影印
10/27/2015|Cook|買餸|$126.40 |Y|安記
10/27/2015|Cook|買餸|$96.30 |Y|ParkNShop
10/27/2015|Bill|Netvigator|$238.00 |Y|
10/28/2015|Meal|Breakfast|$30.00 |Y|
10/28/2015|Meal|Lunch|$53.50 |Y|KFC
10/28/2015|Transport|MTR|$26.20 |Y|來回金鐘
10/28/2015|Cook|Snack|$11.90 |Y|雪糕
10/28/2015|Bill|Park|$2,655.00 |Y|
10/28/2015|Meal|Lunch|$48.00 |Y|平台
10/28/2015|Transport|MTR|$26.20 |Y|來回太古
10/28/2015|Clothes|Chee|$1,451.90 |Y|I.T.
10/29/2015|Transport|MTR|$26.20 |Y|來回太古
10/29/2015|Meal|Breakfast|$32.00 |Y|北海道(美孚)
10/29/2015|Meal|Lunch|$34.80 |Y|McDonald
10/27/2015|Transport|MTR|$26.20 |Y|來回金鐘
10/29/2015|Meal|Breakfast|$12.50 |Y|快樂餅店
10/29/2015|Meal|Lunch|$48.00 |Y|糙米家
11/1/2015|Bill|Meifoo|$1,096.00 |Y|
10/29/2015|Apartment|Towngas|$220.00 |N|
10/29/2015|Jinny|奶粉|$120.90 |Y|Wellcome
10/30/2015|Bill|Gov Rent|$1,925.00 |Y|
10/30/2015|Transport|MTR|$26.20 |Y|來回金鐘
10/30/2015|Meal|Breakfast|$20.00 |Y|
10/30/2015|Meal|Lunch|$47.00 |Y|
10/30/2015|Transport|MTR|$26.20 |Y|來回太古
10/30/2015|Meal|Lunch|$56.00 |Y|
10/30/2015|Cook|買餸|$73.90 |Y|ParkNShop
10/31/2015|Meal|Breakfast|$143.00 |Y|Lady M
10/31/2015|Meal|Lunch|$202.00 |Y|Common Ground
10/31/2015|Cook|Snack|$42.00 |Y|雪條
10/31/2015|Cook|買餸|$101.40 |Y|ParkNShop
10/31/2015|Meal|Dinner|$239.80 |Y|家傳滬曉
10/31/2015|Domestic|拖鞋|$35.00 |Y|Aeon
10/31/2015|Misc|Presents|$89.80 |N|H&M (for Yannie)
10/31/2015|Transport|Toll|$60.00 |Y|西隧
10/31/2015|Transport|Toll|$20.00 |Y|紅隧
11/1/2015|Meal|Lunch|$338.00 |Y|新上海飯店
11/1/2015|Misc|Presents|$100.00 |N|Money (for Yannie)
11/2/2015|Cook|買餸|$90.00 |Y|
11/2/2015|Transport|MTR|$26.20 |Y|來回金鐘
11/2/2015|Meal|Breakfast|$32.00 |Y|Pert
11/2/2015|Meal|Lunch|$49.00 |Y|泰國人海南雞
11/2/2015|Jinny|Studio Photo|$155.00 |Y|拎 USB
11/2/2015|DanSan|Tribunal|$20.90 |N|寄掛號
11/2/2015|Transport|MTR|$7.80 |Y|尖沙咀返家
11/2/2015|Transport|MTR|$26.20 |Y|來回太古
11/2/2015|Meal|Breakfast|$40.00 |Y|Starbucks
11/2/2015|Meal|Lunch|$50.00 |Y|
11/3/2015|Meal|Breakfast|$23.00 |Y|李節街
11/3/2015|Meal|Lunch|$63.00 |Y|great
11/2/2015|Transport|MTR|$26.20 |Y|來回金鐘
11/3/2015|Cook|買餸|$98.00 |Y|
11/3/2015|Cook|買餸|$4.00 |Y|木瓜
11/3/2015|Cook|買餸|$17.90 |Y|椰漿
11/3/2015|Transport|MTR|$26.20 |Y|來回太古
11/3/2015|Meal|Lunch|$64.00 |Y|
11/4/2015|Meal|Breakfast|$23.00 |Y|李節街
11/4/2015|Meal|Lunch|$48.00 |Y|糙米家
11/4/2015|Transport|MTR|$26.20 |Y|來回金鐘
11/4/2015|Meal|Breakfast|$29.00 |Y|北海道(美孚)
11/4/2015|Meal|Lunch|$43.00 |Y|
11/4/2015|Transport|MTR|$26.20 |Y|來回太古
11/4/2015|Misc|iPad case|$168.00 |N|
11/4/2015|Cook|買餸|$200.00 |Y|
11/17/2015|Bill|Electricity|$2,190.00 |Y|
11/5/2015|Meal|Breakfast|$9.00 |Y|快樂餅店
11/5/2015|Meal|Lunch|$49.00 |Y|糙米家
11/5/2015|Transport|MTR|$26.20 |Y|來回金鐘
11/5/2015|Cook|Snack|$13.50 |Y|
11/5/2015|Cook|買餸|$42.80 |Y|ParkNShop
11/5/2015|Transport|MTR|$26.20 |Y|來回太古
11/5/2015|Meal|Lunch|$49.00 |Y|大家樂
11/6/2015|Meal|Breakfast|$12.90 |Y|7-Eleven
11/6/2015|Meal|Breakfast|$23.00 |Y|李節街
11/6/2015|Meal|Lunch|$63.00 |Y|great
11/6/2015|Transport|MTR|$26.20 |Y|來回金鐘
11/6/2015|Domestic|Shampoo|$238.60 |Y|mannings
11/6/2015|Transport|MTR|$26.20 |Y|來回太古
11/6/2015|Meal|Lunch|$31.00 |Y|
11/4/2015|Cook|買餸|$400.00 |Y|
10/15/2015|Bill|ACE Insurance|$399.00 |Y|
10/31/2015|Bill|Custodian|$25.00 |Y|
11/7/2015|Cook|買餸|$48.80 |Y|
11/7/2015|Meal|Lunch|$229.00 |Y|
11/7/2015|Cook|買餸|$80.00 |Y|魚
11/7/2015|Jinny|網床|$2,298.00 |N|Chico
11/8/2015|Meal|Breakfast|$60.00 |Y|金銀利
11/8/2015|Meal|Lunch|$428.00 |Y|Pizza Hut
11/8/2015|Misc|Presents|$200.00 |N|Money (for Jeannie)
11/8/2015|Transport|Toll|$40.00 |Y|紅隧
11/8/2015|Meal|Dinner|$96.00 |Y|味皇
11/9/2015|Transport|MTR|$26.20 |Y|來回金鐘
11/9/2015|Transport|MTR|$26.20 |Y|來回太古
11/9/2015|Meal|Breakfast|$23.00 |Y|李節街
11/9/2015|Meal|Lunch|$45.00 |Y|糙米家
11/9/2015|Meal|Breakfast|$27.00 |Y|McDonald
11/9/2015|Meal|Lunch|$53.00 |Y|
11/9/2015|Cook|買餸|$6.00 |Y|薑
11/9/2015|Domestic|雜貨|$89.50 |Y|阿信屋
11/9/2015|Jinny|奶粉|$718.50 |Y|mannings
11/5/2015|Bill|固網電話|$330.00 |Y|
11/13/2015|Bill|Cellular|$216.00 |Y|Smartone
11/10/2015|Transport|MTR|$26.20 |Y|來回金鐘
11/10/2015|Transport|MTR|$26.20 |Y|來回太古
11/10/2015|Meal|Breakfast|$23.00 |Y|李節街
11/10/2015|Meal|Lunch|$55.00 |Y|順景
11/11/2015|Transport|MTR|$26.20 |Y|來回金鐘
11/11/2015|Transport|MTR|$26.20 |Y|來回太古
11/11/2015|Jinny|洗衣液|$98.00 |Y|Chico
11/11/2015|Meal|Breakfast|$32.00 |Y|Pert
11/11/2015|Cook|買餸|$48.50 |Y|芝士 / bread
11/11/2015|Transport|Minibus|$3.00 |Y|荔枝角回家
11/12/2015|Transport|MTR|$26.20 |Y|來回金鐘
11/12/2015|Transport|MTR|$26.20 |Y|來回太古
11/12/2015|Meal|Breakfast|$19.00 |Y|李節街
11/12/2015|Meal|Lunch|$63.00 |Y|great
11/13/2015|Meal|Breakfast|$61.00 |Y|油麻地
11/13/2015|Transport|MTR|$15.60 |Y|美孚去佐敦
11/13/2015|Transport|MTR|$9.40 |Y|佐敦去金鐘
11/13/2015|Transport|MTR|$7.80 |Y|佐敦去美孚
11/13/2015|Meal|Lunch|$120.00 |Y|拉麵
11/13/2015|Transport|MTR|$13.80 |Y|金鐘去美孚
11/13/2015|Cook|買餸|$87.00 |Y|米
11/13/2015|Domestic|雜貨|$211.10 |Y|mannings
11/14/2015|Meal|Lunch|$54.00 |Y|長沙灣
11/14/2015|Cook|買餸|$54.00 |Y|長沙灣
11/14/2015|Domestic|雜貨|$41.70 |Y|日本城
11/14/2015|Jinny|雜貨|$77.40 |Y|永安
11/15/2015|Meal|Dinner|$400.00 |Y|德美
11/16/2015|Transport|MTR|$26.20 |Y|青衣來回金鐘
11/16/2015|Meal|Breakfast|$23.00 |Y|李節街
11/16/2015|Meal|Lunch|$89.00 |Y|太田
11/16/2015|Transport|Tram|$4.60 |Y|金鐘來回 IFC
11/16/2015|Transport|MTR|$26.20 |Y|來回太古
11/16/2015|Meal|Breakfast|$15.00 |Y|
11/16/2015|Drive|Gasoline|$400.00 |Y|
11/16/2015|Cook|買餸|$200.00 |Y|
11/17/2015|Meal|Breakfast|$23.00 |Y|李節街
11/17/2015|Meal|Lunch|$66.00 |Y|老爺
11/17/2015|Transport|MTR|$26.20 |Y|來回金鐘
11/17/2015|Cook|買餸|$25.80 |Y|ParkNShop
11/17/2015|Jinny|奶粉|$145.00 |Y|mannings
11/18/2015|Misc|Travel|$300.00 |N|Uber去機場
11/25/2015|Misc|Travel|$300.00 |N|Uber機場返美孚
11/26/2015|Cook|買餸|$500.00 |Y|
11/26/2015|Transport|MTR|$26.20 |Y|來回金鐘
11/26/2015|Meal|Breakfast|$23.00 |Y|李節街
11/26/2015|Meal|Lunch|$55.50 |Y|KFC
11/26/2015|Cook|Drink|$15.90 |Y|鳥龍茶
11/26/2015|Meal|Lunch|$64.00 |Y|譚仔
11/26/2015|Transport|MTR|$4.40 |Y|去順寧苑
11/26/2015|Transport|Bus|$5.10 |Y|順寧苑返來
11/27/2015|Transport|MTR|$26.20 |Y|來回金鐘
11/27/2015|Meal|Breakfast|$23.00 |Y|李節街
11/27/2015|Transport|Tram|$4.60 |Y|Go Central for lunch
11/27/2015|Meal|Lunch|$127.00 |Y|With HSBC mates
11/27/2015|Transport|MTR|$26.20 |Y|來回太古
11/27/2015|Meal|Breakfast|$32.00 |Y|北海道(美孚)
11/28/2015|Meal|Breakfast|$24.80 |Y|McDonald
11/27/2015|DanSan|Tribunal|$17.20 |N|寄掛號
11/28/2015|Bill|Park|$2,655.00 |Y|
11/28/2015|Meal|Lunch|$271.00 |Y|純壽司
11/28/2015|Drive|Park|$22.00 |Y|新城市廣場
11/28/2015|Jinny|打針|$580.00 |N|
11/28/2015|Jinny|Food|$160.90 |Y|mannings baby baby rice
11/28/2015|Jinny|食具|$118.00 |Y|2 bowls
11/28/2015|Clothes|Yan|$579.00 |Y|CK Jeans
11/29/2015|Misc|Cleaning|$310.00 |N|peaceful mansion cleaning
11/29/2015|Drive|Toll|$20.00 |Y|紅隧
11/29/2015|Drive|Toll|$20.00 |Y|紅隧
11/29/2015|Meal|Breakfast|$178.00 |Y|稻香飲茶
11/29/2015|Meal|Lunch|$745.00 |Y|Tamago
11/29/2015|Meal|Dinner|$144.00 |Y|越棧
11/30/2015|Domestic|洗面|$195.00 |Y|SaSa
11/30/2015|Transport|MTR|$26.20 |Y|來回金鐘
11/30/2015|Meal|Breakfast|$30.00 |Y|
11/30/2015|Meal|Lunch|$50.00 |Y|
11/30/2015|Transport|MTR|$26.20 |Y|來回太古
11/30/2015|Meal|Lunch|$37.00 |Y|美心
11/30/2015|Bill|Insurance|$1,652.00 |Y|
11/27/2015|Bill|Netvigator|$238.00 |Y|
11/14/2015|Bill|ACE Insurance|$399.00 |Y|
12/1/2015|Bill|Meifoo|$1,096.00 |Y|
12/1/2015|Meal|Breakfast|$69.00 |Y|Toast box
12/1/2015|Transport|MTR|$15.60 |Y|美孚去佐敦
12/1/2015|Transport|MTR|$9.40 |Y|佐敦去金鐘
12/1/2015|Transport|MTR|$13.80 |Y|金鐘去美孚
12/1/2015|Transport|MTR|$13.80 |Y|佐敦去太古
12/1/2015|Transport|MTR|$13.80 |Y|太古去美孚
12/1/2015|Meal|Lunch|$35.00 |Y|美心
12/1/2015|Meal|Lunch|$41.00 |Y|
12/2/2015|Meal|Lunch|$37.00 |Y|
12/2/2015|Transport|MTR|$26.20 |Y|來回太古
12/2/2015|Meal|Breakfast|$32.00 |Y|Pert
12/2/2015|Meal|Lunch|$64.00 |Y|老爺
12/2/2015|Cook|Drink|$16.00 |Y|歇腳亭
12/2/2015|Transport|MTR|$13.90 |Y|美孚 - 金鐘
12/2/2015|Transport|MTR|$11.60 |Y|金鐘 - 油麻地
12/2/2015|Transport|MTR|$6.50 |Y|油麻地 - 美孚
12/2/2015|Leisure|信報|$38.00 |Y|
12/2/2015|Leisure|Magv|$38.00 |Y|
12/2/2015|Jinny|沖涼波|$68.00 |Y|Chicco
12/3/2015|Transport|MTR|$27.60 |Y|來回太古
12/3/2015|Transport|MTR|$27.60 |Y|來回金鐘
12/3/2015|Meal|Breakfast|$32.00 |Y|Pert
12/3/2015|Meal|Lunch|$44.00 |Y|順景
12/3/2015|Meal|Tea|$8.00 |Y|龍津
12/3/2015|Meal|Lunch|$43.00 |Y|
12/4/2015|Meal|Lunch|$52.00 |Y|
12/4/2015|Transport|MTR|$27.60 |Y|來回太古
12/4/2015|Meal|Breakfast|$32.00 |Y|Pret A Manger
12/4/2015|Meal|Lunch|$64.00 |Y|
12/4/2015|Transport|MTR|$27.60 |Y|來回金鐘
12/4/2015|Meal|Tea|$10.00 |Y|龍津
12/5/2015|Meal|Lunch|$365.20 |Y|利寶閣奧海城
12/5/2015|Domestic|雜貨|$185.70 |Y|Taste奧海城
12/5/2015|Drive|Park|$54.00 |Y|奧海城
12/5/2015|Meal|Dinner|$323.00 |Y|chee with sisters
12/5/2015|Cook|買餸|$3.00 |Y|洋蔥
12/6/2015|Meal|Lunch|$542.00 |Y|Blur bar
12/6/2015|Cook|Cookies|$168.00 |N|謝霆鋒cookies
12/6/2015|Transport|Toll|$40.00 |Y|紅隧
12/6/2015|Domestic|雜貨|$196.70 |Y|759
12/6/2015|Meal|Dinner|$110.70 |Y|KFC
12/1/2015|Bill|Custodian|$25.00 |Y|
12/7/2015|Transport|MTR|$27.60 |Y|來回金鐘
12/7/2015|Meal|Breakfast|$20.00 |Y|頌興
12/7/2015|Meal|Lunch|$48.00 |Y|糙米家
12/7/2015|Meal|Lunch|$36.00 |Y|譚仔
12/8/2015|Transport|MTR|$27.60 |Y|來回太古
12/8/2015|Cook|買餸|$188.50 |Y|Apita
12/8/2015|Cook|買餸|$15.00 |Y|
12/8/2015|Transport|MTR|$27.60 |Y|來回金鐘
12/8/2015|Meal|Lunch|$64.00 |Y|老爺
12/8/2015|Meal|Tea|$10.00 |Y|龍津
12/9/2015|Transport|MTR|$27.60 |Y|來回金鐘
12/9/2015|Transport|MTR|$27.60 |Y|來回太古
12/9/2015|Meal|Lunch|$39.00 |Y|大快活
12/9/2015|Meal|Breakfast|$20.00 |Y|頌興
12/9/2015|Meal|Lunch|$63.00 |Y|great
12/9/2015|Drive|Fine|$600.00 |Y|衝燈
12/14/2015|Bill|Towngas|$331.00 |Y|
12/15/2015|Bill|Cellular|$330.00 |Y|Smartone
12/10/2015|Transport|MTR|$27.60 |Y|來回金鐘
12/10/2015|Meal|Breakfast|$23.00 |Y|李節街
12/10/2015|Meal|Lunch|$49.00 |Y|糙米家
12/10/2015|Transport|MTR|$27.60 |Y|來回太古
12/10/2015|Meal|Breakfast|$32.00 |Y|
12/10/2015|Meal|Lunch|$50.00 |Y|
12/10/2015|Cook|買餸|$500.00 |Y|
12/10/2015|Cook|買餸|$25.80 |Y|
12/10/2015|Jinny|Books|$560.00 |N|
